App_Id,Name,Operation_Date,Rating_Summary,Total_Number_of_Rating,Cost,Game_Tag,Category,Datetime
1966720,Lethal Company,"Oct 23, 2023",Overwhelmingly Positive,"| 337,595 User Reviews",NT$ 188.00,"['Online Co-Op', 'Horror', 'First-Person', 'Co-op', 'Survival Horror', 'Exploration', 'Psychological Horror', 'Funny', 'Sci-fi', 'PvE', 'Atmospheric', 'Procedural Generation', 'Aliens', 'Time Management', 'Adventure', 'Dungeon Crawler', 'Action', 'Early Access', 'Action-Adventure', 'Perma Death']",multiplayer_coop,2024-08-05 12:10
108600,Project Zomboid,"Nov 8, 2013",Very Positive,"| 236,613 User Reviews",NT$ 328.00,"['Survival', 'Zombies', 'Open World', 'Open World Survival Craft', 'Multiplayer', 'Sandbox', 'Post-apocalyptic', 'Co-op', 'Crafting', 'Indie', 'Building', 'Simulation', 'RPG', 'Survival Horror', 'Realistic', 'Isometric', 'Singleplayer', '2D', 'Adventure', 'Early Access']",multiplayer_coop,2024-08-05 12:10
1432860,Sun Haven,"Mar 11, 2023",Very Positive,"| 16,023 User Reviews",NT$ 189.00,"['Farming Sim', 'Pixel Graphics', 'Multiplayer', 'Life Sim', 'RPG', 'Dating Sim', 'Character Customization', 'Relaxing', 'Adventure', 'Crafting', 'Agriculture', 'Singleplayer', 'Fantasy', 'Magic', 'Simulation', 'Exploration', 'Mining', 'Combat', 'Fishing', 'Cooking']",multiplayer_coop,2024-08-05 12:10
2519060,Call of Duty®: Modern Warfare® III,"Nov 10, 2023",Mostly Negative,"| 10,293 User Reviews","NT$ 1,220.00","['Action', 'FPS', 'Multiplayer', 'Singleplayer', 'Shooter', 'Military', 'First-Person', 'PvP', 'War', 'Modern', 'Co-op', 'Tactical', 'Violent', 'Online Co-Op', 'Gore', 'Story Rich', 'Realistic', 'Combat', 'Open World', 'PvE']",multiplayer_coop,2024-08-05 12:10
881020,Granblue Fantasy: Relink,"Feb 1, 2024",Very Positive,"| 31,086 User Reviews","NT$ 1,180.00","['Anime', 'JRPG', 'Action', 'Action RPG', 'Online Co-Op', 'Multiplayer', 'Fantasy', 'RPG', 'Female Protagonist', 'Third Person', 'Singleplayer', 'Spectacle fighter', '3D', 'Controller', 'Hack and Slash', 'Dragons', 'Magic', 'Swordplay', 'PvE', 'Tutorial']",multiplayer_coop,2024-08-05 12:10
739630,Phasmophobia,"Sep 18, 2020",Overwhelmingly Positive,"| 566,001 User Reviews",NT$ 248.00,"['Horror', 'Online Co-Op', 'Multiplayer', 'Psychological Horror', 'Co-op', 'VR', 'Supernatural', 'First-Person', 'Investigation', 'Dark', 'Demons', 'Detective', 'Mystery', '3D', 'Thriller', 'Early Access', 'Indie', 'Action', 'Tactical', 'Singleplayer']",multiplayer_coop,2024-08-05 12:10
105600,Terraria,"May 16, 2011",Overwhelmingly Positive,"| 1,048,040 User Reviews",NT$ 188.00,"['Open World Survival Craft', 'Sandbox', 'Survival', '2D', 'Multiplayer', 'Adventure', 'Pixel Graphics', 'Crafting', 'Building', 'Exploration', 'Co-op', 'Open World', 'Online Co-Op', 'Indie', 'Action', 'RPG', 'Singleplayer', 'Replay Value', 'Platformer', 'Atmospheric']",multiplayer_coop,2024-08-05 12:10
2357570,Overwatch® 2,"Aug 10, 2023",Overwhelmingly Negative,"| 285,302 User Reviews",Free To Play,"['Free to Play', 'Hero Shooter', 'FPS', 'Multiplayer', 'Team-Based', 'PvP', 'Shooter', 'First-Person', 'Dark Humor', 'Action', 'Competitive', 'Co-op', 'Dystopian ', 'PvE', 'Sci-fi', 'Cinematic', 'Lore-Rich', 'Casual', 'MOBA', 'Family Friendly']",multiplayer_coop,2024-08-05 12:10
960090,Bloons TD 6,"Dec 18, 2018",Overwhelmingly Positive,"| 283,468 User Reviews",NT$ 124.00,"['Tower Defense', 'Strategy', 'Multiplayer', 'Singleplayer', 'Online Co-Op', 'Co-op', 'Family Friendly', 'Casual', '3D', 'Cartoony', 'Sandbox', 'Great Soundtrack', 'Difficult', 'Funny', 'Cute', 'Survival', 'Action', 'Indie', '2D', 'Adventure']",multiplayer_coop,2024-08-05 12:10
107410,Arma 3,"Sep 12, 2013",Very Positive,"| 151,027 User Reviews",NT$ 174.00,"['Military', 'Action', 'Multiplayer', 'Simulation', 'Shooter', 'Realistic', 'First-Person', 'Open World', 'Tactical', 'FPS', 'War', 'Co-op', 'Strategy', 'Sandbox', 'Singleplayer', 'Moddable', 'Combat', 'Online Co-Op', 'Team-Based', 'Third-Person Shooter']",multiplayer_coop,2024-08-05 12:10
